History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,AMT - American Tower Corp.,0.49,Reduce 42.36%,255267,$175.57,"$44,817,000",,$193.09,9.98%,$166.88,$230.04,Chuck Akre - Akre Capital Management,1
≡,GSHD - Goosehead Insurance Inc.,0.3,Add 1.36%,371096,$73.65,"$27,331,000",,$50.63,-31.26%,$46.80,$127.99,Chuck Akre - Akre Capital Management,1
≡,SOPH - Sophia Genetics SA,0.19,,3719140,$4.67,"$17,368,000",,$4.75,1.71%,$2.58,$5.70,Chuck Akre - Akre Capital Management,1
≡,DHR - Danaher Corp.,0.17,Reduce 92.05%,69516,$228.93,"$15,914,000",,$206.36,-9.86%,$170.19,$242.80,Chuck Akre - Akre Capital Management,1
≡,BRK.B - Berkshire Hathaway CL B,0.07,Reduce 14.89%,11902,$502.69,"$5,983,000",,$503.41,0.14%,$455.19,$542.07,Chuck Akre - Akre Capital Management,1
≡,KMX - CarMax Inc.,0.06,,150600,$38.64,"$5,819,000",,$42.25,9.34%,$30.26,$89.47,Chuck Akre - Akre Capital Management,1
≡,QSR - Restaurant Brands International,10.44,Reduce 2.09%,8080112,$68.23,"$551,325,000",,$68.13,-0.15%,$57.09,$73.05,Seth Klarman - Baupost Group,1
≡,AMZN - Amazon.com Inc.,9.28,Buy,2121391,$230.82,"$489,659,000",,$201.15,-12.85%,$161.38,$258.60,Seth Klarman - Baupost Group,1
≡,WTW - Willis Towers Watson plc,8.45,Add 24.66%,1357601,$328.60,"$446,108,000",,$295.50,-10.07%,$275.60,$351.81,Seth Klarman - Baupost Group,1
≡,ELV - Elevance Health Inc.,8.43,Reduce 3.77%,1269302,$350.55,"$444,954,000",,$344.78,-1.65%,$270.83,$451.93,Seth Klarman - Baupost Group,1
≡,UNP - Union Pacific,7.13,Add 8.76%,1627254,$231.32,"$376,416,000",,$262.80,13.61%,$200.99,$265.37,Seth Klarman - Baupost Group,1
≡,WCC - WESCO International Inc.,6.58,Reduce 5.61%,1418831,$244.64,"$347,103,000",,$300.92,23.01%,$124.42,$319.68,Seth Klarman - Baupost Group,1
≡,GOOG - Alphabet Inc. CL C,6.46,Reduce 41.49%,1087181,$313.80,"$341,157,000",,$302.82,-3.50%,$142.27,$350.15,Seth Klarman - Baupost Group,1
≡,FIS - Fidelity National Information Services,5.67,Add 18.84%,4503801,$66.46,"$299,323,000",,$47.52,-28.50%,$46.16,$81.76,Seth Klarman - Baupost Group,1
≡,DG - Dollar General,5.19,Reduce 22.65%,2062821,$132.77,"$273,881,000",,$149.68,12.74%,$68.50,$155.00,Seth Klarman - Baupost Group,1
≡,FERG - Ferguson Enterprises Inc.,4.8,Reduce 1.60%,1137035,$222.63,"$253,138,000",,$259.67,16.64%,$144.32,$271.64,Seth Klarman - Baupost Group,1
≡,EXP - Eagle Materials Inc.,4.64,Add 26.14%,1185248,$206.68,"$244,967,000",,$229.72,11.15%,$191.49,$257.67,Seth Klarman - Baupost Group,1
≡,LBTYK - Liberty Global Ltd CL C,4.37,Reduce 3.57%,20884781,$11.04,"$230,568,000",,$11.05,0.09%,$9.21,$12.58,Seth Klarman - Baupost Group,1
≡,GPC - Genuine Parts,3.46,Add 6.53%,1486088,$122.96,"$182,729,000",,$125.74,2.26%,$101.60,$151.57,Seth Klarman - Baupost Group,1
≡,FISV - Fiserv Inc.,2.8,Add 145.81%,2200000,$67.17,"$147,774,000",,$63.45,-5.54%,$57.79,$238.59,Seth Klarman - Baupost Group,1
≡,CRH - CRH plc,2.54,Reduce 68.29%,1072957,$124.80,"$133,905,000",,$122.02,-2.23%,$75.94,$131.55,Seth Klarman - Baupost Group,1
≡,HLF - Herbalife Nutrition Ltd.,2.26,Add 19.33%,9259844,$12.89,"$119,359,000",,$15.94,23.66%,$5.57,$17.93,Seth Klarman - Baupost Group,1
≡,MOH - Molina Healthcare Inc.,2.05,Buy,625000,$173.54,"$108,463,000",,$135.68,-21.82%,$121.06,$359.97,Seth Klarman - Baupost Group,1
≡,AERO - Grupo Aeromexico Sab De Cv,2.02,Buy,4855180,$21.96,"$106,620,000",,$19.62,-10.66%,$16.00,$23.05,Seth Klarman - Baupost Group,1
≡,GDS - GDS Holdings Ltd,2.01,Reduce 6.31%,3044818,$34.90,"$106,264,000",,$45.23,29.60%,$16.93,$52.50,Seth Klarman - Baupost Group,1
≡,COLD - Americold Realty Trust,0.85,Reduce 3.45%,3475685,$12.86,"$44,697,000",,$12.32,-4.20%,$9.93,$22.14,Seth Klarman - Baupost Group,1
≡,LBTYA - Liberty Global Ltd CL A,0.44,Reduce 59.02%,2080456,$11.14,"$23,176,000",,$11.16,0.18%,$9.03,$12.09,Seth Klarman - Baupost Group,1
≡,TBN - Tamboran Resources Corp,0.13,Reduce 54.94%,257226,$27.23,"$7,004,000",,$28.85,5.95%,$17.29,$31.90,Seth Klarman - Baupost Group,1
≡,LOAR - Loar Holdings Inc,38.41,,32050240,$68.00,"$2,179,416,000",,$63.77,-6.22%,$62.11,$99.67,David Abrams - Abrams Capital Management,1
≡,LAD - Lithia Motors Inc.,14.59,,2490534,$332.33,"$827,679,000",,$301.04,-9.42%,$260.64,$376.21,David Abrams - Abrams Capital Management,1
≡,GOOGL - Alphabet Inc.,10.57,Reduce 9.77%,1916630,$313.00,"$599,905,000",,$302.02,-3.51%,$140.14,$349.00,David Abrams - Abrams Capital Management,1
≡,SGI - Somnigroup International Inc.,9.13,Reduce 0.70%,5804136,$89.28,"$518,193,000",,$87.78,-1.68%,$52.78,$98.56,David Abrams - Abrams Capital Management,1
≡,ABG - Asbury Automotive Group Inc.,8.83,,2155492,$232.53,"$501,217,000",,$227.40,-2.21%,$201.68,$303.47,David Abrams - Abrams Capital Management,1
≡,CPNG - Coupang Inc.,5.41,,13017964,$23.59,"$307,094,000",,$17.43,-26.11%,$16.74,$34.08,David Abrams - Abrams Capital Management,1
≡,WTW - Willis Towers Watson plc,4.17,,720779,$328.60,"$236,848,000",,$295.50,-10.07%,$275.60,$351.81,David Abrams - Abrams Capital Management,1
≡,META - Meta Platforms Inc.,3.78,Reduce 17.63%,325155,$660.09,"$214,632,000",,$639.29,-3.15%,$478.72,$795.06,David Abrams - Abrams Capital Management,1
≡,UHAL.B - U Haul Holding Co Non Voting,2.68,,3251469,$46.74,"$151,974,000",,$46.56,-0.39%,$43.93,$67.11,David Abrams - Abrams Capital Management,1
≡,ET - Energy Transfer LP,1.78,Reduce 1.46%,6115417,$16.49,"$100,843,000",,$18.61,12.86%,$13.53,$19.00,David Abrams - Abrams Capital Management,1
≡,NUVB - Nuvation Bio Inc.,0.6,,3811513,$8.96,"$34,151,000",,$5.88,-34.38%,$1.54,$9.75,David Abrams - Abrams Capital Management,1
≡,UHAL - U-Haul Holding Co.,0.03,,36401,$50.41,"$1,835,000",,$50.25,-0.32%,$47.84,$75.19,David Abrams - Abrams Capital Management,1
≡,BRK.A - Berkshire Hathaway CL A,32.21,,86,$754802.33,"$64,913,000",,$754910.00,0.01%,$685150.00,$812855.00,Francis Chou - Chou Associates,1
≡,GOOG - Alphabet Inc. CL C,11.27,Reduce 12.14%,72390,$313.80,"$22,716,000",,$302.82,-3.50%,$142.27,$350.15,Francis Chou - Chou Associates,1
≡,SYF - Synchrony Financial,8.93,,215702,$83.43,"$17,996,000",,$72.31,-13.33%,$39.82,$88.41,Francis Chou - Chou Associates,1
≡,STLA - Stellantis N.V.,7.53,,1394194,$10.89,"$15,183,000",,$7.83,-28.10%,$7.03,$13.12,Francis Chou - Chou Associates,1
≡,OXY - Occidental Petroleum,6.39,,313000,$41.12,"$12,871,000",,$45.94,11.72%,$34.21,$51.45,Francis Chou - Chou Associates,1
≡,AAPL - Apple Inc.,5.93,,44000,$271.86,"$11,962,000",,$263.88,-2.94%,$168.48,$288.35,Francis Chou - Chou Associates,1
≡,ALLY - Ally Financial Inc.,5.07,,225525,$45.29,"$10,214,000",,$41.29,-8.83%,$28.59,$46.93,Francis Chou - Chou Associates,1
≡,SIRI - SiriusXM Holdings Inc,4.06,Reduce 41.69%,409589,$20.00,"$8,190,000",,$21.02,5.10%,$17.77,$26.06,Francis Chou - Chou Associates,1
≡,BABA - Alibaba Group Holdings,3.05,,41900,$146.59,"$6,142,000",,$155.43,6.03%,$94.15,$192.67,Francis Chou - Chou Associates,1
≡,WFC - Wells Fargo,2.75,,59542,$93.19,"$5,549,000",,$87.40,-6.21%,$57.18,$97.28,Francis Chou - Chou Associates,1
≡,GM - General Motors,2.1,,52000,$81.33,"$4,229,000",,$81.22,-0.14%,$41.28,$87.62,Francis Chou - Chou Associates,1
≡,C - Citigroup Inc.,1.89,Reduce 43.33%,32695,$116.68,"$3,815,000",,$113.78,-2.49%,$54.10,$125.16,Francis Chou - Chou Associates,1
≡,BAC - Bank of America Corp.,1.36,,50000,$55.00,"$2,750,000",,$52.74,-4.11%,$32.52,$57.55,Francis Chou - Chou Associates,1
≡,POOL - Pool Corp.,1.21,,10636,$228.75,"$2,433,000",,$255.46,11.68%,$226.10,$368.69,Francis Chou - Chou Associates,1
≡,PYPL - PayPal Holdings Inc.,1.19,,41000,$58.39,"$2,394,000",,$40.81,-30.11%,$38.46,$79.32,Francis Chou - Chou Associates,1
≡,MBI - MBIA Inc.,1.14,,321000,$7.16,"$2,298,000",,$5.96,-16.76%,$3.86,$8.26,Francis Chou - Chou Associates,1
≡,CASH - Meta Financial Group Inc.,0.97,,27389,$71.01,"$1,945,000",,$93.37,31.49%,$64.32,$95.10,Francis Chou - Chou Associates,1
≡,AGO - Assured Guaranty Ltd.,0.49,,10990,$89.90,"$988,000",,$87.63,-2.53%,$73.21,$92.40,Francis Chou - Chou Associates,1
≡,CYD - China Yuchai Intl Ltd.,0.41,,23364,$35.48,"$829,000",,$54.37,53.24%,$11.97,$55.00,Francis Chou - Chou Associates,1
≡,MEOH - Methanex Corp.,0.39,,20000,$39.65,"$793,000",,$47.81,20.58%,$25.09,$51.94,Francis Chou - Chou Associates,1
≡,MCO - Moody's Corp.,0.38,Reduce 74.57%,1500,$510.67,"$766,000",,$423.22,-17.12%,$376.55,$546.88,Francis Chou - Chou Associates,1
≡,JEF - Jefferies Financial Group Inc.,0.34,,10987,$61.98,"$681,000",,$51.98,-16.13%,$38.16,$70.00,Francis Chou - Chou Associates,1
≡,MGA - Magna International Inc.,0.26,,10000,$53.30,"$533,000",,$66.82,25.37%,$29.37,$69.94,Francis Chou - Chou Associates,1
≡,LPX - Louisiana-Pacific Corp.,0.24,,5886,$80.70,"$475,000",,$88.86,10.11%,$73.42,$111.74,Francis Chou - Chou Associates,1
≡,IMO - Imperial Oil Ltd.,0.21,,5000,$86.40,"$432,000",,$117.42,35.90%,$57.68,$120.57,Francis Chou - Chou Associates,1
≡,RYAAY - Ryanair Holdings PLC,0.21,,5937,$72.26,"$429,000",,$66.68,-7.72%,$37.93,$73.75,Francis Chou - Chou Associates,1
≡,VTS - Vitesse Energy Inc.,0.01,,1293,$19.33,"$25,000",,$21.59,11.69%,$17.58,$25.85,Francis Chou - Chou Associates,1
≡,HTZWW - Hertz Global Hldgs Inc. WTS,0.0,,1000,$3.00,"$3,000",,$2.52,-16.00%,$0.90,$4.99,Francis Chou - Chou Associates,1
≡,BRK.B - Berkshire Hathaway CL B,8.48,Reduce 0.91%,505984,$502.65,"$254,333,000",,$503.41,0.15%,$455.19,$542.07,Francois Rochon - Giverny Capital,1
≡,META - Meta Platforms Inc.,6.9,Add 0.53%,313449,$660.09,"$206,905,000",,$639.29,-3.15%,$478.72,$795.06,Francois Rochon - Giverny Capital,1
≡,AME - Ametek Inc.,6.71,Reduce 1.73%,979458,$205.31,"$201,093,000",,$233.33,13.65%,$144.31,$239.94,Francois Rochon - Giverny Capital,1
≡,GOOG - Alphabet Inc. CL C,6.69,Add 0.20%,639507,$313.80,"$200,677,000",,$302.82,-3.50%,$142.27,$350.15,Francois Rochon - Giverny Capital,1
≡,HEI.A - HEICO Corp. CL A,6.35,Add 0.67%,754532,$252.43,"$190,467,000",,$254.25,0.72%,$174.66,$279.66,Francois Rochon - Giverny Capital,1
≡,SCHW - Charles Schwab Corp.,5.28,Add 0.63%,1585661,$99.91,"$158,423,000",,$93.08,-6.84%,$65.08,$107.14,Francois Rochon - Giverny Capital,1
≡,MEDP - Medpace Holdings Inc.,4.93,Add 0.58%,263320,$561.65,"$147,894,000",,$428.18,-23.76%,$250.05,$628.92,Francois Rochon - Giverny Capital,1
≡,V - Visa Inc.,4.77,Add 0.45%,407345,$350.71,"$142,860,000",,$319.50,-8.90%,$296.78,$373.34,Francois Rochon - Giverny Capital,1
≡,IBP - Installed Building Products,4.49,Add 0.87%,519236,$259.39,"$134,685,000",,$336.40,29.69%,$150.09,$349.00,Francois Rochon - Giverny Capital,1
≡,PGR - Progressive Corp.,4.08,Add 0.55%,536832,$227.72,"$122,247,000",,$207.90,-8.70%,$187.97,$275.18,Francois Rochon - Giverny Capital,1
≡,FIVE - Five Below Inc.,4.01,Add 0.10%,637747,$188.36,"$120,126,000",,$212.48,12.81%,$52.38,$212.84,Francois Rochon - Giverny Capital,1
≡,BKNG - Booking Holdings Inc.,3.83,Add 0.48%,21445,$5355.33,"$114,845,000",,$4140.15,-22.69%,$4020.54,$5818.25,Francois Rochon - Giverny Capital,1
≡,GOOGL - Alphabet Inc.,3.77,Add 0.63%,361398,$313.00,"$113,118,000",,$302.02,-3.51%,$140.14,$349.00,Francois Rochon - Giverny Capital,1
≡,NVR - NVR Inc.,3.43,Add 0.26%,14112,$7292.80,"$102,916,000",,$7421.00,1.76%,$6562.85,$8618.28,Francois Rochon - Giverny Capital,1
≡,MKL - Markel Group Inc.,3.15,Add 0.34%,43978,$2149.64,"$94,537,000",,$2084.46,-3.03%,$1621.89,$2207.59,Francois Rochon - Giverny Capital,1
≡,KNSL - Kinsale Capital Group Inc.,2.8,Add 12.50%,214264,$391.12,"$83,803,000",,$376.65,-3.70%,$341.06,$512.34,Francois Rochon - Giverny Capital,1
≡,KEYS - Keysight Technologies Inc.,2.26,Add 0.04%,334046,$203.19,"$67,875,000",,$234.39,15.36%,$121.43,$242.62,Francois Rochon - Giverny Capital,1
≡,DIS - Walt Disney Co.,2.07,Add 109.07%,544419,$113.77,"$61,939,000",,$105.44,-7.32%,$79.22,$123.85,Francois Rochon - Giverny Capital,1
≡,BRO - Brown & Brown Inc.,2.05,Add 139.73%,772520,$79.70,"$61,570,000",,$68.83,-13.64%,$65.68,$124.76,Francois Rochon - Giverny Capital,1
≡,OZK - Bank OZK,1.94,Add 0.16%,1264042,$46.02,"$58,171,000",,$49.51,7.58%,$34.36,$52.67,Francois Rochon - Giverny Capital,1
≡,RMD - ResMed Inc.,1.89,Reduce 0.01%,235388,$240.87,"$56,698,000",,$255.82,6.21%,$198.14,$292.44,Francois Rochon - Giverny Capital,1
≡,ANET - Arista Networks Inc.,1.83,Add 1.64%,419158,$131.03,"$54,922,000",,$142.58,8.81%,$59.43,$164.94,Francois Rochon - Giverny Capital,1
≡,ADI - Analog Devices,1.6,Add 0.16%,176747,$271.20,"$47,934,000",,$337.51,24.45%,$156.76,$343.96,Francois Rochon - Giverny Capital,1
≡,BFAM - Bright Horizons Family Solutions Inc.,1.39,Buy,410196,$101.40,"$41,594,000",,$67.94,-33.00%,$63.68,$132.99,Francois Rochon - Giverny Capital,1
≡,LULU - Lululemon Athletica Inc.,1.0,Add 0.16%,144237,$207.81,"$29,974,000",,$177.72,-14.48%,$159.25,$374.41,Francois Rochon - Giverny Capital,1
≡,LFUS - Littelfuse Inc.,0.69,Add 0.40%,81585,$252.91,"$20,634,000",,$349.74,38.29%,$140.76,$367.35,Francois Rochon - Giverny Capital,1
≡,JPM - JPMorgan Chase & Co.,0.56,Add 2.23%,51838,$322.22,"$16,703,000",,$307.13,-4.68%,$199.32,$335.87,Francois Rochon - Giverny Capital,1
≡,MA - Mastercard Inc.,0.55,Add 3.73%,28759,$570.88,"$16,418,000",,$521.93,-8.57%,$462.92,$600.08,Francois Rochon - Giverny Capital,1
≡,FND - Floor & Decor Holdings,0.48,Reduce 0.12%,235876,$60.89,"$14,362,000",,$69.25,13.73%,$55.11,$103.87,Francois Rochon - Giverny Capital,1
≡,TWFG - Twfg Inc,0.32,Add 10.39%,331511,$28.77,"$9,538,000",,$18.25,-36.57%,$17.70,$36.85,Francois Rochon - Giverny Capital,1
≡,BLDR - Builders FirstSource Inc.,0.31,Add 3.32%,89984,$102.88,"$9,258,000",,$114.63,11.42%,$94.35,$153.91,Francois Rochon - Giverny Capital,1
≡,BRK.A - Berkshire Hathaway CL A,0.28,,11,$754818.18,"$8,303,000",,$754910.00,0.01%,$685150.00,$812855.00,Francois Rochon - Giverny Capital,1
≡,FERG - Ferguson Enterprises Inc.,0.27,Add 2.45%,36374,$222.63,"$8,098,000",,$259.67,16.64%,$144.32,$271.64,Francois Rochon - Giverny Capital,1
≡,TSM - Taiwan Semiconductor S.A.,0.16,Add 96.85%,16069,$301.01,"$4,837,000",,$364.20,20.99%,$133.00,$380.00,Francois Rochon - Giverny Capital,1
≡,AAPL - Apple Inc.,0.15,Reduce 2.12%,16518,$271.89,"$4,491,000",,$263.88,-2.95%,$168.48,$288.35,Francois Rochon - Giverny Capital,1
≡,COF - Capital One Financial,0.07,Reduce 0.01%,8274,$242.33,"$2,005,000",,$206.74,-14.69%,$141.84,$259.64,Francois Rochon - Giverny Capital,1
≡,SPY - SPDR S&P 500 ETF Trust,0.06,,2474,$681.89,"$1,687,000",,$682.85,0.14%,$477.64,$697.84,Francois Rochon - Giverny Capital,1
≡,YUMC - Yum China Holdings Inc.,0.06,,36036,$47.73,"$1,720,000",,$54.92,15.06%,$40.35,$58.39,Francois Rochon - Giverny Capital,1
≡,GLD - SPDR Gold Trust,0.05,,3876,$396.28,"$1,536,000",,$448.20,13.10%,$261.25,$509.70,Francois Rochon - Giverny Capital,1
≡,MTB - M&T Bank Corp.,0.05,,7540,$201.46,"$1,519,000",,$228.36,13.35%,$147.35,$239.00,Francois Rochon - Giverny Capital,1
≡,BIRK - Birkenstock Holding Plc,0.04,,27392,$40.89,"$1,120,000",,$41.22,0.81%,$36.45,$59.50,Francois Rochon - Giverny Capital,1
≡,CPRT - Copart Inc.,0.04,,27484,$39.15,"$1,076,000",,$37.52,-4.16%,$36.52,$63.85,Francois Rochon - Giverny Capital,1
≡,ITB - Ishares U.S. Home Constructi,0.04,Add 1.19%,11698,$96.34,"$1,127,000",,$112.40,16.67%,$81.88,$117.66,Francois Rochon - Giverny Capital,1
≡,MSFT - Microsoft Corp.,0.03,Add 0.06%,1704,$483.57,"$824,000",,$396.86,-17.93%,$342.95,$553.50,Francois Rochon - Giverny Capital,1
≡,ODFL - Old Dominion Freight Line,0.03,,5255,$156.80,"$824,000",,$193.32,23.29%,$125.76,$208.74,Francois Rochon - Giverny Capital,1
≡,DFH - Dream Finders Homes Inc A,0.02,,32202,$17.11,"$551,000",,$20.99,22.68%,$16.59,$31.50,Francois Rochon - Giverny Capital,1
≡,NVO - Novo Nordisk A S,0.02,,12400,$50.89,"$631,000",,$49.37,-2.99%,$43.08,$91.22,Francois Rochon - Giverny Capital,1
≡,SITE - SiteOne Landscape Supply Inc.,0.02,,3753,$124.43,"$467,000",,$153.53,23.39%,$101.25,$168.56,Francois Rochon - Giverny Capital,1
≡,COST - Costco Co.,0.01,,240,$862.50,"$207,000",,$1012.05,17.34%,$842.91,$1065.16,Francois Rochon - Giverny Capital,1
≡,ISRG - Intuitive Surgical Inc.,0.01,Buy,405,$565.43,"$229,000",,$493.35,-12.75%,$425.00,$609.08,Francois Rochon - Giverny Capital,1
≡,CCL - Carnival Corp.,14.32,Add 6.37%,33944782,$30.54,"$1,036,674,000",,$32.68,7.01%,$15.00,$34.03,Sarah Ketterer - Causeway Capital Management,1
≡,CP - Canadian Pacific Kansas City,12.82,Reduce 6.85%,12596802,$73.71,"$928,557,000",,$83.88,13.80%,$66.06,$85.15,Sarah Ketterer - Causeway Capital Management,1
≡,SW - Smurfit Westrock Plc,10.22,Add 154.33%,19132879,$38.67,"$739,868,000",,$50.82,31.42%,$32.44,$53.29,Sarah Ketterer - Causeway Capital Management,1
≡,DB - Deutsche Bank AG,7.62,Reduce 19.44%,14194354,$38.87,"$551,671,000",,$35.94,-7.54%,$18.38,$40.43,Sarah Ketterer - Causeway Capital Management,1
≡,B - Barrick Mining Corp.,3.65,Reduce 61.17%,6093395,$43.41,"$264,487,000",,$46.65,7.46%,$16.74,$54.69,Sarah Ketterer - Causeway Capital Management,1
≡,BABA - Alibaba Group Holdings,2.44,Reduce 2.31%,1203049,$146.58,"$176,343,000",,$155.43,6.04%,$94.15,$192.67,Sarah Ketterer - Causeway Capital Management,1
≡,TSM - Taiwan Semiconductor S.A.,2.15,Add 0.78%,511720,$303.89,"$155,506,000",,$364.20,19.85%,$133.00,$380.00,Sarah Ketterer - Causeway Capital Management,1
≡,CTSH - Cognizant Technology Solutions,1.78,Add 14.97%,1552361,$83.00,"$128,846,000",,$65.18,-21.47%,$64.28,$88.42,Sarah Ketterer - Causeway Capital Management,1
≡,GOOG - Alphabet Inc. CL C,1.6,Reduce 41.47%,370001,$313.80,"$116,106,000",,$302.82,-3.50%,$142.27,$350.15,Sarah Ketterer - Causeway Capital Management,1
≡,MRK - Merck & Co.,1.52,Reduce 7.89%,1044617,$105.26,"$109,956,000",,$121.57,15.49%,$71.26,$123.33,Sarah Ketterer - Causeway Capital Management,1
≡,CARR - Carrier Global Corp.,1.35,Add 26.07%,1848827,$52.84,"$97,692,000",,$66.43,25.72%,$50.03,$80.43,Sarah Ketterer - Causeway Capital Management,1
≡,G - Genpact Ltd.,1.35,Add 10.95%,2084209,$46.78,"$97,499,000",,$37.73,-19.35%,$34.79,$54.67,Sarah Ketterer - Causeway Capital Management,1
≡,BCS - Barclays plc ADR,1.32,Reduce 13.84%,3750607,$25.45,"$95,453,000",,$25.96,2.00%,$12.04,$27.70,Sarah Ketterer - Causeway Capital Management,1
≡,AZN - AstraZeneca PLC,1.28,Reduce 5.29%,505449,$183.86,"$92,932,000",,$209.48,13.93%,$92.46,$211.27,Sarah Ketterer - Causeway Capital Management,1
≡,BIIB - Biogen Inc.,1.27,Reduce 8.18%,521101,$175.99,"$91,709,000",,$195.62,11.15%,$110.04,$202.41,Sarah Ketterer - Causeway Capital Management,1
≡,C - Citigroup Inc.,1.12,Reduce 30.12%,697445,$116.69,"$81,385,000",,$113.78,-2.49%,$54.10,$125.16,Sarah Ketterer - Causeway Capital Management,1
≡,EG - Everest Group Ltd,1.12,Add 35.79%,238558,$339.35,"$80,955,000",,$346.03,1.97%,$300.51,$365.94,Sarah Ketterer - Causeway Capital Management,1
≡,AXS - Axis Capital Holdings Ltd.,1.07,Reduce 13.82%,721221,$107.09,"$77,236,000",,$104.35,-2.56%,$83.72,$109.89,Sarah Ketterer - Causeway Capital Management,1
≡,META - Meta Platforms Inc.,1.01,Add 27.00%,110385,$660.09,"$72,864,000",,$639.29,-3.15%,$478.72,$795.06,Sarah Ketterer - Causeway Capital Management,1
≡,ALK - Alaska Air Group,1.0,Buy,1434517,$50.30,"$72,156,000",,$57.08,13.48%,$37.63,$78.08,Sarah Ketterer - Causeway Capital Management,1
≡,ADI - Analog Devices,0.99,Reduce 12.98%,263030,$271.20,"$71,334,000",,$337.51,24.45%,$156.76,$343.96,Sarah Ketterer - Causeway Capital Management,1
≡,GFI - Gold Fields Ltd.,0.98,Add 5.06%,1621076,$43.66,"$70,776,000",,$51.47,17.89%,$17.13,$61.64,Sarah Ketterer - Causeway Capital Management,1
≡,BAP - Credicorp Ltd.,0.96,Add 12.24%,242024,$287.00,"$69,461,000",,$333.18,16.09%,$156.69,$380.20,Sarah Ketterer - Causeway Capital Management,1
≡,GPK - Graphic Packaging Hldg Co.,0.94,Add 74.07%,4528554,$15.06,"$68,200,000",,$12.37,-17.86%,$11.83,$27.58,Sarah Ketterer - Causeway Capital Management,1
≡,ZBH - Zimmer Biomet Holdings,0.9,Add 25.22%,728498,$89.92,"$65,507,000",,$97.15,8.04%,$84.59,$113.56,Sarah Ketterer - Causeway Capital Management,1
≡,LYV - Live Nation Inc.,0.88,Add 92.39%,447113,$142.50,"$63,714,000",,$157.53,10.55%,$112.88,$175.25,Sarah Ketterer - Causeway Capital Management,1
≡,DIS - Walt Disney Co.,0.86,Reduce 8.37%,546064,$113.77,"$62,126,000",,$105.44,-7.32%,$79.22,$123.85,Sarah Ketterer - Causeway Capital Management,1
≡,SAP - SAP SE,0.84,Add 29.42%,250748,$242.91,"$60,909,000",,$201.47,-17.06%,$189.22,$313.28,Sarah Ketterer - Causeway Capital Management,1
≡,CFG - Citizens Financial Group Inc.,0.82,Reduce 6.96%,1014186,$58.41,"$59,239,000",,$64.39,10.24%,$31.45,$68.79,Sarah Ketterer - Causeway Capital Management,1
≡,PHG - Koninklijke Philips Electronics NV,0.82,Add 12.28%,2198531,$27.08,"$59,536,000",,$31.22,15.29%,$20.61,$33.44,Sarah Ketterer - Causeway Capital Management,1
≡,BP - BP plc,0.79,Add 3.62%,1640680,$34.73,"$56,981,000",,$37.56,8.15%,$24.13,$39.51,Sarah Ketterer - Causeway Capital Management,1
≡,NGG - National Grid Plc Sp ADR,0.76,Add 5.71%,709485,$77.35,"$54,879,000",,$92.42,19.48%,$56.86,$93.17,Sarah Ketterer - Causeway Capital Management,1
≡,WHR - Whirlpool Corp.,0.76,Add 23.37%,761228,$72.14,"$54,915,000",,$87.22,20.90%,$64.51,$109.47,Sarah Ketterer - Causeway Capital Management,1
≡,JOYY - JOYY Inc.,0.73,Add 2.85%,812601,$64.76,"$52,624,000",,$61.05,-5.73%,$34.90,$70.96,Sarah Ketterer - Causeway Capital Management,1
≡,PFE - Pfizer Inc.,0.72,Add 0.95%,2091719,$24.90,"$52,084,000",,$27.37,9.92%,$19.50,$27.94,Sarah Ketterer - Causeway Capital Management,1
≡,SNY - Sanofi Aventis,0.71,Add 8.64%,1063958,$48.46,"$51,559,000",,$46.43,-4.19%,$44.62,$57.56,Sarah Ketterer - Causeway Capital Management,1
≡,APTV - Aptiv PLC,0.7,Reduce 7.50%,668620,$76.09,"$50,875,000",,$82.77,8.78%,$47.19,$88.93,Sarah Ketterer - Causeway Capital Management,1
≡,NVO - Novo Nordisk A S,0.7,Add 42.80%,993850,$50.88,"$50,567,000",,$49.37,-2.97%,$43.08,$91.22,Sarah Ketterer - Causeway Capital Management,1
≡,RELX - RELX plc,0.66,Add 64.47%,1189379,$40.42,"$48,075,000",,$30.45,-24.67%,$27.57,$56.03,Sarah Ketterer - Causeway Capital Management,1
≡,IR - Ingersoll Rand Inc.,0.65,Add 7.29%,596771,$79.22,"$47,276,000",,$98.76,24.67%,$65.56,$100.96,Sarah Ketterer - Causeway Capital Management,1
≡,PUK - Prudential Plc ADR,0.65,Add 2.27%,1508912,$31.12,"$46,957,000",,$30.31,-2.60%,$17.35,$34.03,Sarah Ketterer - Causeway Capital Management,1
≡,BUD - Anheuser-Busch InBev,0.62,Add 15.03%,701343,$64.04,"$44,914,000",,$79.29,23.81%,$51.43,$81.56,Sarah Ketterer - Causeway Capital Management,1
≡,INFY - Infosys Ltd.,0.61,Add 774.28%,2482318,$17.82,"$44,235,000",,$14.75,-17.23%,$14.19,$30.00,Sarah Ketterer - Causeway Capital Management,1
≡,DEO - Diageo ADR,0.58,Add 3.95%,485288,$86.27,"$41,866,000",,$96.45,11.80%,$84.52,$113.71,Sarah Ketterer - Causeway Capital Management,1
≡,PDD - Pinduoduo Inc.,0.58,Add 19.89%,371241,$113.39,"$42,095,000",,$101.83,-10.19%,$87.11,$139.41,Sarah Ketterer - Causeway Capital Management,1
